,Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Hours physical restraint rate per 1000,Hours physical restraint,Total inpatient hours,Hours seclusion rate per 1000,Hours seclusion,Total inpatient hours,Discharged 2+ meds %,Discharged 2+ meds with justification,Discharged 2+ meds total,Post discharge continuing care plan %,Post discharge continuing care plan created,Total discharge patients,Continuing care plan sent to next provider %,Continuing care plan sent to next provider,Total continuing care plans,Alcohol Screen Complete %,Alcohol Screen Numerator,Alcohol Screen Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,Tobacco Use Screen %,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR Use,HIE_Response,Start_Date,End_Date,% Patients Follow Up Care within 30 days,FUH-30_Numerator,FUH-30_Denominator,% Patients Follow Up Care within 7 days for mental illness,FUH-7_Numerator,FUH-7_Denominator,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator,Flu_Season_Start_Date,Flu_Season_End_Date
934,310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE ,LONG BRANCH,NJ,7740,Monmouth,0.11,45.0,16664.0,0.01,2.17,16664,95.35,41,43,99.76%,835,837,98.92%,828,837,100.00%,324,324,100.00%,324,324,92.09%,128,139,66.91%,93,139,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,43.56%,88,202,18.81%,38,202,07/01/2014,06/30/2015,86.60%,323,373,98,206,211,10/01/2015,03/31/2016
935,310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST ,WOODBURY,NJ,8096,Gloucester,0.27,33.17,5118.0,0.02,3,5118,,Not Available,Not Available,64.35%,139,216,62.04%,134,216,96.20%,456,474,69.62%,330,474,84.62%,143,169,26.63%,45,169,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,36.99%,27,73,24.66%,18,73,07/01/2014,06/30/2015,94.38%,302,320,56,24,43,10/01/2015,03/31/2016
936,310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE ,EAST ORANGE,NJ,7018,Essex,0.69,159.33,9604.0,0.38,87.33,9604,,Not Available,Not Available,100.00%,220,220,100.00%,220,220,66.12%,121,183,92.51%,173,187,44.19%,38,86,38.37%,33,86,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,23.53%,28,119,13.45%,16,119,07/01/2014,06/30/2015,33.64%,36,107,57,45,79,10/01/2015,03/31/2016
937,310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,750 BRUNSWICK AVE ,TRENTON,NJ,8638,Mercer,2.23,330.75,6193.0,2.12,314.8,6193,,Not Available,Not Available,97.97%,290,296,93.92%,278,296,93.98%,437,465,94.18%,437,464,63.52%,148,233,11.16%,26,233,No,Paper or Other Form,No,01/01/2015,12/31/2015,37.98%,49,129,20.93%,27,129,07/01/2014,06/30/2015,99.72%,351,352,78,124,159,10/01/2015,03/31/2016
938,310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET ,FREEHOLD,NJ,7728,Monmouth,1.05,133.37,5270.0,0.49,61.7,5270,57.69,15,26,90.79%,276,304,82.24%,250,304,96.30%,521,541,99.63%,538,540,64.94%,163,251,19.52%,49,251,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,57.64%,83,144,33.33%,48,144,07/01/2014,06/30/2015,98.71%,305,309,49,35,72,10/01/2015,03/31/2016
939,314001,SUMMIT OAKS HOSPITAL,19 PROSPECT ST ,SUMMIT,NJ,7901,Union,0.11,104.2,38199.0,0.1,94.2,38199,40.0,16,40,97.51%,1096,1124,90.48%,1017,1124,99.34%,452,455,97.58%,444,455,96.93%,284,293,7.85%,23,293,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,43.23%,67,155,20.65%,32,155,07/01/2014,06/30/2015,80.28%,342,426,56,177,318,10/01/2015,03/31/2016
940,314005,ANCORA PSYCH HOSP,ANCORA BRANCH ,HAMMONTON,NJ,8037,Atlantic,0.45,1601.87,148543.0,0.0,0,148543,59.38,114,192,99.86%,695,696,98.28%,684,696,91.91%,477,519,93.26%,484,519,93.33%,266,285,65.96%,188,285,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,29.66%,43,145,13.79%,20,145,07/01/2014,06/30/2015,87.85%,217,247,42,728,1738,10/01/2015,03/31/2016
941,314011,UNIVERSITY BEHAVIORAL HEALTH CARE,671 HOES LANE WEST ,PISCATAWAY,NJ,8854,Middlesex,0.07,23.46,13983.0,0.12,41.02,13983,0.0,0,18,98.55%,475,482,98.13%,473,482,97.58%,282,289,99.31%,287,289,72.06%,98,136,55.15%,75,136,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,80.65%,25,31,54.84%,17,31,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,67,760,1130,10/01/2015,03/31/2016
942,314012,CARRIER CLINIC,252 ROUTE 601 ,BELLE MEAD,NJ,8502,Somerset,0.21,262.43,52100.0,0.1,122.88,52100,,Not Available,Not Available,80.83%,801,991,75.98%,753,991,98.58%,626,635,99.38%,638,642,4.46%,14,314,0.00%,0,314,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,52.52%,240,457,35.67%,163,457,07/01/2014,06/30/2015,11.11%,51,459,67,685,1029,10/01/2015,03/31/2016
943,314013,TRENTON PSYCHIATRIC HOSP,STATION A ,TRENTON,NJ,8625,Mercer,0.31,796.72,108068.0,0.0,0,108068,84.0,63,75,97.14%,476,490,95.92%,470,490,98.38%,365,371,97.04%,360,371,73.73%,160,217,37.33%,81,217,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,32.14%,36,112,16.96%,19,112,07/01/2014,06/30/2015,45.83%,77,168,36,491,1383,10/01/2015,03/31/2016
944,314016,GREYSTONE PARK PSYCH HOSP,CENTRAL AVE ,GREYSTONE PARK,NJ,7950,Morris,0.01,55.35,163017.0,0.02,97.77,163017,86.61,97,112,98.39%,428,435,83.68%,364,435,96.62%,229,237,99.58%,238,239,55.24%,58,105,43.81%,46,105,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,39.76%,33,83,18.07%,15,83,07/01/2014,06/30/2015,64.04%,57,89,32,620,1965,10/01/2015,03/31/2016
945,314018,NORTHBROOK BEHAVIORAL HEALTH HOSPITAL,425  WOODBURY TURNERSVILLE ROAD ,BLACKWOOD,NJ,8012,Camden,0.08,35.53,18352.0,0.0,0,18352,0.0,0,24,100.00%,358,358,100.00%,358,358,0.00%,0,585,74.70%,440,589,69.23%,18,26,42.31%,11,26,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,46.67%,77,165,20.61%,34,165,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,71,204,289,10/01/2015,03/31/2016
946,314019,RAMAPO RIDGE PSYCH HOSP,301 SICOMAC AVE ,WYCKOFF,NJ,7481,Bergen,0.01,3.77,18271.0,0.01,2.28,18271,,Not Available,Not Available,98.89%,355,359,98.89%,355,359,100.00%,574,574,100.00%,572,572,90.91%,60,66,60.61%,40,66,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,69.18%,101,146,47.95%,70,146,07/01/2014,06/30/2015,100.00%,282,282,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
947,314020,ESSEX COUNTY HOSPITAL CENTER,204 GROVE AVENUE ,CEDAR GROVE,NJ,7009,Essex,0.02,26.23,63622.0,0.03,49.83,63622,82.72,67,81,90.14%,265,294,90.14%,265,294,98.86%,173,175,100.00%,175,175,100.00%,93,93,77.42%,72,93,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,34.78%,16,46,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,62.16%,46,74,42,173,415,10/01/2015,03/31/2016
948,314021,HAMPTON BEHAVIORAL HEALTH CENTER,650 RANCOCAS ROAD ,WESTAMPTON,NJ,8060,Burlington,0.03,24.25,37413.0,0.07,62.75,37413,100.0,30,30,100.00%,971,971,99.28%,964,971,98.49%,392,398,98.99%,394,398,95.71%,201,210,23.33%,49,210,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,54.21%,193,356,44.10%,157,356,07/01/2014,06/30/2015,73.56%,192,261,76,390,511,10/01/2015,03/31/2016
949,314022,ST BARNABAS BEHAVIORAL HEALTH CENTER,1691 HIGHWAY 9  -  CN2025 ,TOMS RIVER,NJ,8755,Ocean,0.35,93.0,11022.0,0.01,1.83,11022,,Not Available,Not Available,100.00%,425,425,94.35%,401,425,94.94%,469,494,100.00%,491,491,84.25%,123,146,76.03%,111,146,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,52.53%,114,217,29.95%,65,217,07/01/2014,06/30/2015,91.96%,263,286,98,441,450,10/01/2015,03/31/2016
950,314023,ASPEN HILLS HEALTHCARE CENTER,P.O. BOX 6000 ,MOUNT HOLLY,NJ,8060,Burlington,0.0,0.0,7944.0,0.0,0,7944,100.0,383,383,88.72%,346,390,88.72%,346,390,0.00%,0,389,100.00%,389,389,0.00%,0,100,0.00%,0,100,No,Paper or Other Form,No,01/01/2015,12/31/2015,66.67%,46,69,56.52%,39,69,07/01/2014,06/30/2015,100.00%,176,176,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
951,314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,595 COUNTY AVENUE ,SECAUCUS,NJ,7094,Hudson,0.06,44.67,29469.0,0.01,7.75,29469,85.42,41,48,100.00%,157,157,100.00%,157,157,100.00%,88,88,97.83%,90,92,91.67%,22,24,54.17%,13,24,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,92.11%,35,38,53,90,169,10/01/2015,03/31/2016
952,314026,EAST MOUNTAIN HOSPITAL,40 EAST MOUNTAIN ROAD ,BELLE MEAD,NJ,8502,Somerset,0.09,12.68,5612.0,0.0,0,5612,,Not Available,Not Available,91.00%,445,489,78.12%,382,489,96.54%,446,462,96.16%,451,469,53.35%,175,328,4.57%,15,328,No,Paper or Other Form,No,01/01/2015,12/31/2015,42.86%,21,49,34.69%,17,49,07/01/2014,06/30/2015,90.19%,193,214,91,179,197,10/01/2015,03/31/2016
953,314027,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,40 WATCHUNG WAY ,BERKELEY HEIGHTS,NJ,7922,Union,0.13,47.89,15957.0,0.0,.92,15957,83.33,20,24,74.53%,158,212,91.04%,193,212,0.00%,0,356,0.00%,0,356,0.00%,0,356,0.00%,0,356,No,Paper or Other Form,Yes,01/01/2015,12/31/2015,54.00%,27,50,34.00%,17,50,07/01/2014,06/30/2015,83.52%,147,176,46,47,103,10/01/2015,03/31/2016
954,320001,UNIVERSITY OF NEW MEXICO HOSPITAL,2211 LOMAS BOULEVARD NE ,ALBUQUERQUE,NM,87106,Bernalillo,0.17,96.07,24047.0,0.37,213.06,24047,80.0,12,15,96.35%,659,684,92.17%,671,728,95.63%,547,572,100.00%,510,510,27.76%,78,281,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,55.93%,99,177,26.55%,47,177,07/01/2014,06/30/2015,87.09%,263,302,91,380,417,10/01/2015,03/31/2016
955,320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE ,SANTA FE,NM,87505,Santa Fe,0.04,1.75,1942.0,0.35,16.47,1942,,Not Available,Not Available,97.60%,203,208,93.75%,195,208,91.39%,191,209,93.17%,191,205,27.27%,24,88,23.86%,21,88,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,60.00%,27,45,37.78%,17,45,07/01/2014,06/30/2015,86.32%,164,190,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
956,320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE ,ALAMOGORDO,NM,88310,Otero,0.0,0.0,5678.0,0.0,0,5678,,Not Available,Not Available,98.20%,711,724,92.68%,671,724,95.52%,576,603,96.95%,572,590,93.46%,143,153,87.58%,134,153,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,70.69%,41,58,48.28%,28,58,07/01/2014,06/30/2015,98.20%,327,333,86,65,76,10/01/2015,03/31/2016
957,320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST ,SILVER CITY,NM,88061,Grant,0.12,3.23,1103.0,0.0,0,1103,,Not Available,Not Available,98.43%,314,319,97.49%,311,319,100.00%,88,88,96.70%,88,91,77.78%,28,36,52.78%,19,36,No,Certified EHR Technology,No,01/01/2015,12/31/2015,47.62%,20,42,30.95%,13,42,07/01/2014,06/30/2015,98.77%,160,162,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
958,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE ,ALBUQUERQUE,NM,87106,Bernalillo,0.0,0.0,8152.0,0.0,.7,8152,,Not Available,Not Available,85.54%,414,484,64.79%,46,71,62.57%,214,342,99.44%,355,357,14.57%,22,151,12.58%,19,151,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,55.74%,34,61,26.23%,16,61,07/01/2014,06/30/2015,81.16%,293,361,96,47,49,10/01/2015,03/31/2016
959,320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET ,ARTESIA,NM,88210,Eddy,0.0,0.0,991.0,0.0,0,991,,Not Available,Not Available,25.00%,31,124,48.39%,60,124,79.03%,98,124,79.84%,99,124,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,58,58,60,83,138,10/01/2015,03/31/2016
960,320065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY ,HOBBS,NM,88240,Lea,0.0,0.0,1544.0,0.0,0,1544,,0,0,100.00%,211,211,100.00%,211,211,100.00%,270,270,100.00%,270,270,100.00%,137,137,0.00%,0,137,No,Paper or Other Form,No,01/01/2015,12/31/2015,50.00%,20,40,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,191,191,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
961,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE ,RIO RANCHO,NM,87144,Sandoval,0.01,0.58,3468.0,0.24,20.09,3468,,Not Available,Not Available,89.12%,213,239,80.33%,192,239,82.18%,166,202,99.58%,237,238,48.65%,36,74,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,73.68%,28,38,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,44.90%,22,49,94,33,35,10/01/2015,03/31/2016
962,324010,"BHC MESILLA VALLEY HOSPITAL, LLC",3751 DEL REY BOULEVARD ,LAS CRUCES,NM,88012,Dona Ana,0.02,7.72,21108.0,0.04,20.46,21108,68.42,13,19,99.76%,826,828,97.22%,805,828,97.55%,398,408,97.30%,397,408,85.44%,176,206,48.06%,99,206,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,48.25%,69,143,24.48%,35,143,07/01/2014,06/30/2015,76.06%,270,355,61,156,255,10/01/2015,03/31/2016
963,324012,"PEAK BEHAVIORAL HEALTH SERVICES, LLC",5045 MCNUTT RD ,SANTA TERESA,NM,88008,Dona Ana,0.02,4.12,9405.0,0.0,0,9405,84.21,16,19,98.77%,403,408,77.70%,317,408,14.29%,47,329,98.48%,323,328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,50.00%,38,76,14.47%,11,76,07/01/2014,06/30/2015,0.00%,0,433,38,122,320,10/01/2015,03/31/2016
964,324013,HAVEN BEHAVIORAL HOSPITAL OF ALBUQUERQUE,"5400 GIBSON BOULEVARD SE, 4TH FLOOR ",ALBUQUERQUE,NM,87108,Bernalillo,0.0,0.0,8843.0,0.0,0,8843,,Not Available,Not Available,89.88%,604,672,88.39%,594,672,95.83%,574,599,98.27%,567,577,50.91%,56,110,25.45%,28,110,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,37.63%,35,93,18.28%,17,93,07/01/2014,06/30/2015,26.76%,76,284,43,45,105,10/01/2015,03/31/2016
965,324014,CENTRAL DESERT BEHAVIORAL HEALTH CENTER,239 ELM STREET NE ,ALBUQUERQUE,NM,87102,Bernalillo,0.0,1.5,13396.0,0.01,3.58,13396,100.0,461,461,100.00%,461,461,99.13%,457,461,83.08%,383,461,84.38%,389,461,84.38%,389,461,16.70%,77,461,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,48.28%,14,29,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,86.08%,204,237,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
966,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY ,YONKERS,NY,10701,Westchester,0.22,275.56,51987.0,0.0,1.08,51987,87.01,67,77,90.27%,770,853,87.81%,749,853,98.62%,502,509,98.82%,504,510,87.14%,210,241,54.36%,131,241,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,65.59%,244,372,43.28%,161,372,07/01/2014,06/30/2015,56.77%,172,303,87,1943,2241,10/01/2015,03/31/2016
967,330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET ,WARSAW,NY,14569,Wyoming,0.02,1.5,3246.0,0.0,0,3246,27.91,12,43,93.65%,457,488,91.19%,445,488,94.24%,327,347,88.70%,306,345,81.18%,138,170,70.00%,119,170,No,Paper or Other Form,Yes,01/01/2015,12/31/2015,69.62%,55,79,30.38%,24,79,07/01/2014,06/30/2015,95.59%,195,204,87,34,39,10/01/2015,03/31/2016
968,330009,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,1650 GRAND CONCOURSE ,BRONX,NY,10457,Bronx,0.34,304.1,37170.0,0.22,199.36,37170,53.85,35,65,100.00%,1627,1627,96.00%,1562,1627,89.12%,1122,1259,89.75%,1130,1259,97.96%,96,98,0.00%,0,98,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,57.94%,62,107,40.19%,43,107,07/01/2014,06/30/2015,91.18%,279,306,55,277,501,10/01/2015,03/31/2016
969,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVE. ,ALBANY,NY,12208,Albany,0.17,29.9,7349.0,0.45,78.9,7349,,Not Available,Not Available,66.67%,136,204,64.71%,132,204,98.20%,491,500,98.59%,491,498,22.54%,64,284,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,58.06%,72,124,42.74%,53,124,07/01/2014,06/30/2015,91.09%,276,303,94,45,48,10/01/2015,03/31/2016
970,330014,JAMAICA HOSPITAL MEDICAL CENTER,8900 VAN WYCK EXPRESSWAY ,JAMAICA,NY,11418,Queens,0.42,190.55,18731.0,0.0,0,18731,29.79,14,47,54.31%,227,418,50.00%,209,418,93.20%,466,500,96.40%,482,500,5.02%,13,259,4.25%,11,259,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,67.07%,55,82,39.02%,32,82,07/01/2014,06/30/2015,88.15%,290,329,96,108,113,10/01/2015,03/31/2016
971,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE ,NEW YORK,NY,10029,New York,0.03,18.6,24729.0,0.46,272.88,24729,75.0,18,24,80.39%,455,566,78.27%,443,566,96.77%,479,495,99.60%,494,496,63.04%,116,184,29.35%,54,184,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,69.14%,121,175,47.43%,83,175,07/01/2014,06/30/2015,99.67%,300,301,94,91,97,10/01/2015,03/31/2016
972,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE ,EAST MEADOW,NY,11554,Nassau,0.1,95.5,38679.0,0.01,7.5,38679,3.3,58,1759,99.83%,1756,1759,98.18%,1727,1759,100.00%,1674,1674,100.00%,1501,1501,100.00%,568,568,35.39%,201,568,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,56.44%,92,163,41.72%,68,163,07/01/2014,06/30/2015,82.78%,702,848,71,243,341,10/01/2015,03/31/2016
973,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE ,STATEN ISLAND,NY,10310,Richmond,0.22,103.43,19944.0,0.0,0,19944,76.92,20,26,77.26%,513,664,75.90%,504,664,93.53%,390,417,93.25%,387,415,45.60%,83,182,26.92%,49,182,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,78.03%,103,132,70.45%,93,132,07/01/2014,06/30/2015,92.45%,147,159,39,67,172,10/01/2015,03/31/2016
974,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE ,NEWARK,NY,14513,Wayne,0.07,5.4,3388.0,0.0,0,3388,78.57,11,14,96.77%,210,217,96.77%,210,217,100.00%,284,284,99.65%,282,283,69.80%,104,149,48.32%,72,149,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,66.10%,39,59,49.15%,29,59,07/01/2014,06/30/2015,97.13%,203,209,79,23,29,10/01/2015,03/31/2016
975,330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE ,HUNTINGTON,NY,11743,Suffolk,0.22,33.2,6254.0,0.11,16.83,6254,0.0,0,15,24.54%,53,216,14.35%,31,216,33.48%,150,448,96.88%,434,448,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,55.00%,33,60,35.00%,21,60,07/01/2014,06/30/2015,82.93%,170,205,97,36,37,10/01/2015,03/31/2016
976,330046,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,1000 TENTH AVENUE ,NEW YORK,NY,10019,New York,0.54,346.87,26824.0,0.03,22.02,26824,61.11,11,18,53.29%,275,516,53.29%,275,516,58.06%,227,391,44.61%,178,399,45.83%,11,24,Not Available,Not Available,Not Available,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,61.29%,95,155,43.23%,67,155,07/01/2014,06/30/2015,62.02%,178,287,95,148,155,10/01/2015,03/31/2016
977,330047,ST MARY'S HEALTHCARE,427 GUY PARK AVENUE ,AMSTERDAM,NY,12010,Montgomery,,0.0,0.0,,0,0,100.0,24,24,95.75%,248,259,95.75%,248,259,96.67%,348,360,99.72%,359,360,72.40%,139,192,64.06%,123,192,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,73.46%,119,162,35.19%,57,162,07/01/2014,06/30/2015,85.54%,213,249,99,72,73,10/01/2015,03/31/2016
978,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET ,BRONX,NY,10467,Bronx,0.01,5.75,19776.0,0.48,225.73,19776,82.35,14,17,69.84%,352,504,57.34%,289,504,98.70%,607,615,100.00%,613,613,64.75%,169,261,58.62%,153,261,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,60.00%,36,60,41.67%,25,60,07/01/2014,06/30/2015,64.06%,205,320,92,120,131,10/01/2015,03/31/2016
979,330079,ADIRONDACK MEDICAL CENTER,2233 STATE ROUTE 86 ,SARANAC LAKE,NY,12983,Franklin,0.0,0.0,2134.0,0.0,0,2134,57.89,11,19,99.46%,183,184,97.28%,179,184,99.39%,163,164,98.16%,160,163,59.26%,32,54,22.22%,12,54,No,Paper or Other Form,No,01/01/2015,12/31/2015,59.74%,46,77,28.57%,22,77,07/01/2014,06/30/2015,89.89%,80,89,100,24,24,10/01/2015,03/31/2016
980,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH ST ,BRONX,NY,10451,Bronx,0.09,32.83,15609.0,0.4,151.2,15609,90.74,49,54,100.00%,1194,1194,99.92%,1193,1194,20.00%,129,645,77.00%,492,639,47.03%,111,236,44.92%,106,236,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,45.45%,20,44,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,161,161,88,242,276,10/01/2015,03/31/2016
981,330086,MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE ,MOUNT VERNON,NY,10550,Westchester,0.41,72.67,7302.0,0.07,12.68,7302,,Not Available,Not Available,96.86%,247,255,96.08%,245,255,84.16%,324,385,98.44%,378,384,54.89%,101,184,28.80%,53,184,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,59.68%,37,62,38.71%,24,62,07/01/2014,06/30/2015,93.18%,205,220,86,36,42,10/01/2015,03/31/2016
982,330088,EASTERN LONG ISLAND HOSPITAL,201 MANOR PLACE ,GREENPORT,NY,11944,Suffolk,1.42,155.37,4572.0,0.0,0,4572,,Not Available,Not Available,90.10%,173,192,81.77%,157,192,97.82%,448,458,99.34%,455,458,37.67%,81,215,16.74%,36,215,No,Paper or Other Form,No,01/01/2015,12/31/2015,66.67%,30,45,37.78%,17,45,07/01/2014,06/30/2015,98.39%,244,248,74,32,43,10/01/2015,03/31/2016
983,330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE ,HUDSON,NY,12534,Columbia,0.0,0.0,7201.0,0.0,0,7201,,Not Available,Not Available,88.06%,177,201,88.06%,177,201,90.89%,409,450,98.68%,448,454,83.67%,205,245,77.55%,190,245,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,76.39%,55,72,48.61%,35,72,07/01/2014,06/30/2015,94.44%,221,234,51,22,43,10/01/2015,03/31/2016
984,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET ,NEW YORK,NY,10021,New York,0.22,504.18,96116.0,0.24,564.22,96116,91.53,54,59,99.43%,1741,1751,97.83%,1713,1751,100.00%,998,998,100.00%,993,993,83.29%,304,365,50.41%,184,365,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,65.13%,353,542,46.86%,254,542,07/01/2014,06/30/2015,99.50%,793,797,88,29599,33588,10/01/2015,03/31/2016
985,330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET ,OLEAN,NY,14760,Cattaraugus,0.0,0.0,3105.0,0.0,0,3105,,Not Available,Not Available,87.03%,161,185,77.30%,143,185,98.51%,264,268,96.38%,266,276,49.12%,84,171,26.32%,45,171,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,71.43%,65,91,35.16%,32,91,07/01/2014,06/30/2015,74.16%,132,178,92,35,38,10/01/2015,03/31/2016
986,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE ,NYACK,NY,10960,Rockland,,,,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,87,58,67,10/01/2015,03/31/2016
987,330106,NS/LIJ HS-NORTH SHORE UNIVERSITY HOSPITAL AT MANHASSET,972 BRUSH HOLLOW ROAD ,WESTBURY,NY,11590,Nassau,0.18,55.46,12814.0,0.05,16.4,12814,,Not Available,Not Available,82.90%,286,345,79.42%,274,345,90.86%,507,558,99.28%,138,139,32.00%,16,50,22.00%,11,50,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,66.67%,96,144,47.22%,68,144,07/01/2014,06/30/2015,92.99%,292,314,94,101,107,10/01/2015,03/31/2016
